productName,companyName,receptionNumber
Thực phẩm bảo vệ sức khỏe An Skin RedE,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÁT TRIỂN DƯỢC VẠN AN,3580/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe FITOLABS BIOFE +,CÔNG TY CỔ PHẦN THẢO DƯỢC FITOLABS,3579/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOCATUS,CÔNG TY TNHH DƯỢC PHẨM - TMDV PHƯƠNG HOA,3588/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ferrodalton,CÔNG TY TNHH DƯỢC PHẨM NGUYÊN LỘC BẢO,3582/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ANNA DE RITA EXOSOME PREMIUM DRINK,CÔNG TY TNHH HAZAL CLINIC & BEAUTY,3578/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên bổ thần kinh Cosma,CÔNG TY TNHH DP QUỐC TẾ DIAMOND PHARMA,3577/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SERIALTOP ATOVAS CHOLESFAZ,CÔNG TY CỔ PHẦN VICOPHAR VIỆT NAM,3576/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Men PROBIOTICS,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ VIETSAFE,3575/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN DƯỠNG TÂM AN THẦN MEGACARE NACO,CÔNG TY CỔ PHẦN DƯỢC PHẨM NACOPHARM,3574/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Mantra LiverComp,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUỐC TẾ ENTBIO VIỆT ĐỨC,3573/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PHOENIX HEART CHOLES,CÔNG TY CỔ PHẦN PHOENIXPHARMA,3572/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ phế OTIS,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI THIÊN LỘC ĐỨC PHARMA,3568/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ Thận Vương F-Bul,CÔNG TY TNHH DƯỢC PHẨM FRANCE - ĐỨC,3570/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ANTRI CTW2 PLUS,CÔNG TY CỔ PHẦN DƯỢC PHẨM SAMJIN VIỆT NAM,3566/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Siro Vitaho PM,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ PHÚ MINH,3565/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sunplus COLLAGEN NMN,CÔNG TY CỔ PHẦN DƯỢC PHẨM SUN FRANCE,3569/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ SuperCool,CÔNG TY CP DƯỢC PHẨM NUTIFINE,3567/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MỘC HƯƠNG PLUSS,CÔNG TY TNHH DƯỢC PHẨM PHOENIX PHARMA,3571/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Đại Tràng Bio-fia,CÔNG TY TNHH TẬP ĐOÀN DƯỢC PHẨM AVIPHAR,3564/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SunBio+ Đại tràng,Công ty cổ phần tập đoàn dược phẩm Sunwin,3563/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe: Siro kẽm Rychil,CÔNG TY TNHH NAM CHÂU PHARMA,3562/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên sáng da Glutathione 500 Gold,CÔNG TY CP QUỐC TẾ DR PHARM,3561/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TKS SAMAN,CÔNG TY TNHH Y HỌC BẢN ĐỊA VIỆT NAM,3560/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Omega 369 Antriphar,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ANTRIPHAR,3559/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Skin Beauty Collagen Drink,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM MẠNH DÂN,3558/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ FeKid Max,CÔNG TY CỔ PHẦN DƯỢC PHẨM MAX3PHARMA,3147/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BẢO CỐT HAVIPHAR,CÔNG TY TNHH HAVIPHAR,3557/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT THÔNG MẠCH DAFA PREMIUM,CÔNG TY TNHH Y DƯỢC ĐẠI PHÁT,3556/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN SÁNG DA CREOPAS,CÔNG TY TNHH DƯỢC PHẨM ĐỨC MINH,3555/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HwalHwaSam Power Booster Stick,CÔNG TY TNHH GRACE TREE VINA,3554/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Chất xơ hoà tan Natufibe,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM NHẤT TÍN,3553/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LONG HUYẾT +,CÔNG TY TNHH DƯỢC PHẨM HUTAPHAR,3552/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GIẢI RƯỢU YB,CÔNG TY CỔ PHẦN DƯỢC PHẨM BẾN TRE,3551/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CAZIMAK NEW,CÔNG TY TNHH NHG VIỆT NAM,3550/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Rutin Medilight,CÔNG TY TNHH DƯỢC PHẨM MEDILIGHT,3549/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SAMUEL,CÔNG TY CP DƯỢC PHẨM SOKOE NHẬT BẢN,3548/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Siroho Pencold,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,3547/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MedBone LP,CÔNG TY TNHH DƯỢC PHẨM V&S VIỆT NAM,3546/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HELIXANTRI FORTE,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ANTRIPHAR,3542/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Giải độc gan SilymaxEduphar,CÔNG TY CỔ PHẦN HÓA DƯỢC EDUPHARM,3543/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SIRO TĂNG ĐỀ KHÁNG NIBIFA,CÔNG TY CỔ PHẦN DƯỢC PHẨM NINH BÌNH,3544/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ NABURN,HỘ KINH DOANH CHẾ BIẾN NÔNG SẢN HỮU CƠ TRÍ UYÊN,3541/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Futamin 3B complex,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI NHẤT KHANG GROUP,3545/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ROBINHO siro,CÔNG TY TNHH ROBIN GROUP,3540/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Wellforce kids Ăn ngon – IBON,CÔNG TY TNHH MEDIMAP,3539/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT T-ĐÌNH INOGAMMA,CÔNG TY TNHH DƯỢC MỸ PHẨM LINH CHI KOREA,3534/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NAT.HERBAL GOLD,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VICICORP,3537/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Viên uống đẹp da Glutathione - Liva,CÔNG TY TNHH PHÁT TRIỂN Y DƯỢC MEDICARE,3531/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PrenaVitamin,CÔNG TY TNHH SẢN XUẤT & XUẤT NHẬP KHẨU NGUYÊN HÀ – PHẠM GIA,3532/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SunBio Đại tràng,Công ty cổ phần tập đoàn dược phẩm Sunwin,3533/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HIKARI HAIR,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ VÀ PHÁT TRIỂN HOÀNG HUY,3538/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Diệp lục HD premium chlorophyll powder,CÔNG TY CỔ PHẦN DƯỢC PHẨM VIPHARCO,3536/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXI MAX TAPHA,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ VINACOPHARM,3535/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SÂM NƯỚC ĐÔNG TRÙNG ĐẠM HỒNG SÂM,CÔNG TY TNHH THƯƠNG MẠI NAVASCO,3530/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PHỤC HOÀNG ĐAN - VIÊN XƯƠNG KHỚP GHP,CÔNG TY TNHH DƯỢC GIA HÂN,3529/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NCP Thanh Nhiệt Mát Gan Giải Độc Newcool,CÔNG TY TNHH NAM CƯỜNG PHARMA,3526/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Tiểu Đêm Nhung Hươu Bổ Thận NCP New,CÔNG TY TNHH NAM CƯỜNG PHARMA,3527/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DẠ AN NGỌC MINH,CÔNG TY CỔ PHẦN DƯỢC QUỐC TẾ TÙNG LỘC,3525/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ALBUMIAN,CÔNG TY TNHH DƯỢC PHẨM VẬT TƯ THIẾT BỊ Y TẾ MINH AN,3523/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ PHẾ BAMBOO,CÔNG TY TNHH BAMBOOPHACO,3519/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HA AN SPORT DRINK POWDER,CÔNG TY TNHH THƯƠNG MẠI VÀ DƯỢC PHẨM HÀ AN,3524/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ GASTOMIN PLUS,CÔNG TY CỔ PHẦN DƯỢC PHẨM BLUESEA,3521/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ THẦN KINH KS,CÔNG TY TNHH THƯƠNG MẠI VÀ DƯỢC PHẨM KHÁNH SƠN,3520/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HEPAGA PLUS,Công ty TNHH dược và thiết bị y tế Khang Phúc,3522/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ ĐẠI TRÀNG MEDICARE,CÔNG TY TNHH PHÁT TRIỂN Y DƯỢC MEDICARE,3528/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CHOLES PHOENIX,CÔNG TY TNHH DƯỢC PHẨM PHOENIX PHARMA,3511/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Glutathion NG White,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI DƯỢC PHẨM NATURAL GOLD,3517/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PV GUMMIES,CÔNG TY CỔ PHẦN DƯỢC PHÚC VINH,3509/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐẠI TRÀNG AN HOÀNG GIA,CÔNG TY TNHH QUỐC TẾ HOÀNG GIA PHARCO,3510/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KHỚP VAI GÁY NEW,CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ VIỆT PHÁP,3512/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DR.Freuler Siro HO Bổ Phế,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3513/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BRAIN METAEXTRA,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ METASUN,3518/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BIOMULTI PLUS,CÔNG TY TNHH DƯỢC MỸ PHẨM BIO COSLAB VIỆT NAM,3516/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dạ dày MAGER TER,CÔNG TY TNHH APHAR CM,3515/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CITICO EXTRA 500,CÔNG TY TNHH DƯỢC PHẨM HOÀNG GIANG SÀI GÒN,3514/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Tăng Đề Kháng - Bồi Bổ Sức Khoẻ SATAKA,CÔNG TY TNHH QUỐC TẾ SATAKA,3503/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Eye Extra,CÔNG TY TNHH BIOPHARMA,3500/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr. Freuler Gel Dạ Dày,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3505/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐẠM THỦY PHÂN ĂN NGON STOMYKID,CÔNG TY CỔ PHẦN LIÊN DOANH DƯỢC PHẨM TPP - FRANCE,3504/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Wellforce Prosta AZ,CÔNG TY TNHH MEDIMAP,3508/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SUATAOB P/A,Công ty Cổ phần Nghiên cứu thảo dược công nghệ cao Pháp Anh,3507/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Stomingel TMT,CÔNG TY CP ĐẦU TƯ VÀ DỊCH VỤ THƯƠNG MẠI TUẤN MINH,3501/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr.Freuler BIOGEN 6 BILL,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3506/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CORTA GLUCOSAMIN DIPHACO,CÔNG TY TNHH XUẤT NHẬP KHẨU DƯỢC PHẨM ĐỨC PHÁT,3502/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Mỡ máu Trí Dược,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ DƯỢC,3499/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Calcium Carbonate Gold,CÔNG TY CỔ PHẦN BẮC DƯỢC,3493/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DƯƠNG SÂM LINH ĐAN,CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO THÁI MINH,3496/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KORAS EYE – BRAIN EXTRA,CÔNG TY TNHH DƯỢC PHẨM HỢP NHẤT,3497/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Viên sáng mắt omega 3.6.9 japa,CÔNG TY TNHH DƯỢC PHẨM MEDI JAPAN VIỆT NAM,3498/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dung dịch DHA G.brain,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM VPC-1,3494/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CCool.ANKO New 100,CÔNG TY CỔ PHẦN DƯỢC PHẨM ANKO'R CONNECTIONS,3495/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ: Swisse Ultiboost Sleep,CÔNG TY TNHH HEALTH AND HAPPINESS (H&H) VIỆT NAM,3492/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên ngậm Thanh Dược,CÔNG TY TNHH DƯỢC PHẨM SPECLIFE,3491/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Vitamin E Natu,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ NATUREHEALTH VIỆT NAM,3490/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN HOẠT HUYẾT TIỀN ĐÌNH CMC,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ CMC,3489/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Bổ Thận Olyman,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM OLYMPUS,3488/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Health of Eye Vitamin A,CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU HÀ LƯƠNG,3487/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HERBE SKIN,CÔNG TY CỔ PHẦN NHÀ MÁY BÁCH THẢO DƯỢC,3486/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ FILIX,CÔNG TY TNHH XUẤT NHẬP KHẨU EUFAT,3485/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CTACanci,CÔNG TY TNHH ZENCA PHARM,3484/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BRAIN MEDILIGHT,CÔNG TY TNHH DƯỢC PHẨM MEDILIGHT,3483/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN SỦI MULTI VITAMIN GOLD DRAGO,CÔNG TY TNHH DƯỢC PHẨM AN GIA HƯNG,3482/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OMEGA-3,CÔNG TY TNHH THƯƠNG MẠI DƯỢC MỸ PHẨM D&D,3481/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe G10,CÔNG TY TNHH DƯỢC PHẨM HEALTH & AUTOMATIC,3480/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe: GLUCOPHARM,CÔNG TY CỔ PHẦN DƯỢC VÀ THIẾT BỊ Y TẾ HÀ TÂY,3479/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CONERIN,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIX,3478/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MINCY – DERMA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NTA GROUP,3477/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ultra Oyster Plus Zinc,CÔNG TY TNHH H & S INTERNATIONAL ASEAN,3476/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Akamama Calcium & D3 & K2,CÔNG TY CỔ PHẦN AKAMAMA VIỆT NAM,3475/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ FORTIFERRUM® IMMUNIX,Công ty TNHH Xúc Tiến Thương Mại Dược Phẩm và Đầu Tư TV,3474/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe REFERTIL Women,CÔNG TY TNHH BAMBOO PHARMA,3473/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Calci Aquagreen,CÔNG TY TNHH DƯỢC PHẨM QUALY PHARMA,3472/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SIRO BẢO PHẾ ĐÔNG TRÙNG,CÔNG TY TNHH DƯỢC PHẨM LIÊN DOANH PHÁP,3469/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe + Immune secret fermented red ginseng,CÔNG TY TNHH DJ MANAGEMENT,3468/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ CENTRAL Preum,CÔNG TY CỔ PHẦN CHÂM ĐỨC PHARMA,3471/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Tăng đề kháng Thymo APEKCARE,CÔNG TY CỔ PHẦN DƯỢC PHẨM APEKCARE,3470/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Thanh nhiệt giải độc PM,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ PHÚ MINH,3467/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DRIXONA,Công ty TNHH Farmacare,3466/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GINKGO QI0,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ ACENT – ĐỨC,3465/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Viên giải độc gan Tralimax,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG Y TẾ TRAMEDCO,3459/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr.Freuler - Hemo - Gen,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3464/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr. Freuler Gel Đại Tràng,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3463/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr.Freuler TruCal Milk,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3462/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr.Freuler Eye Gold,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3461/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe UK Kids ăn ngon Yến sào Đông trùng,CÔNG TY TNHH LIÊN DOANH UK PHARMA VIỆT NAM,3460/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GLUFAST,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỠNG NHÂN,3454/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Tiểu Đêm INTEND,CÔNG TY CỔ PHẦN THƯƠNG MẠI INTEND PHARMA,3449/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MICHI-LEGO extra,CÔNG TY CỔ PHẦN DƯỢC PHẨM MICHI USA,3452/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SIRO MÁT GAN NAKA COOL,CÔNG TY TNHH DƯỢC PHẨM NHẬT KHANG,3453/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ FAIBA,CÔNG TY TNHH GĐV PHARMA,3457/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐẠM BỔ SANOTEX,CÔNG TY CỔ PHẦN DƯỢC PHẨM SANOTEX,3458/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Joseon Pine Needle Oil (Premium Jung IlPum),CÔNG TY TNHH DAEWON PHARMACEUTICAL,3455/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ XƯƠNG KHỚP VAI GÁY INTEND,CÔNG TY CỔ PHẦN THƯƠNG MẠI INTEND PHARMA,3451/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Đường Huyết INTEND,CÔNG TY CỔ PHẦN THƯƠNG MẠI INTEND PHARMA,3450/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Seaweed Calcium,CÔNG TY CỔ PHẦN DƯỢC PHẨM LETCO VIỆT NAM,3456/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bột sủi thanh nhiệt SPEC COOL detox,CÔNG TY TNHH DƯỢC PHẨM SPECLIFE,3448/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TENMAX Q10,CÔNG TY TNHH DƯỢC PHẨM NAM PHÚ HẢI,3447/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BenoCal Plus,CÔNG TY CỔ PHẦN DƯỢC PHẨM BENO PHARMA,3446/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GASTR - A,CÔNG TY CỔ PHẦN DƯỢC PHẨM ALPHA DNA VIỆT NAM,3445/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MASGAN,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIX,3444/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Nutri D-Day Direct Probiotics Gold Plus,Công ty cổ phần tập đoàn An Việt,3443/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe FINOLOLIC FORTE,CÔNG TY CỔ PHẦN NUTRAMED,3438/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Fericure plus,CÔNG TY CỔ PHẦN DƯỢC PHẨM BENO PHARMA,3440/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Phụ Bì An FLUGENSOL,CÔNG TY CỔ PHẦN NUTRAMED,3439/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Hical,CÔNG TY CỔ PHẦN DƯỢC PHẨM HEALTH CARE,3442/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe FEFOLIC DH extra,CÔNG TY TNHH SX TM DƯỢC PHẨM VTYT DH PHARMA,3441/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dizzo Fiber,CÔNG TY TNHH RV GROUP VIỆT NAM,3437/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MENUVITE DROP,CÔNG TY CỔ PHẦN NUTRAMED,3436/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bestical X,CÔNG TY CỔ PHẦN DƯỢC PHẨM AN MINH,3435/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OEMED ABUMINE PLUS,CÔNG TY CỔ PHẦN DƯỢC PHẨM OEMED FRANCE,3434/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MULTIVITAMIN AKITA,CÔNG TY TNHH AKITA VIỆT NAM,3433/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Complex VINA,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ VINACOPHARM,3432/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATURE’S WAY KIDS SMART VITA GUMMIES VITAMIN C + ZINC,Công ty cổ phần xuất nhập khẩu Việt Liên Kết,3431/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXI PRO Dvar ++,CÔNG TY CỔ PHẦN ĐẦU TƯ DVAR PHAR,3430/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe 3B LYSIN ĐÔNG TRÙNG,CÔNG TY CỔ PHẦN DƯỢC PHẨM VINAPHAR,3429/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ HALIC,CÔNG TY CỔ PHẦN THƯƠNG MẠI ATT VIỆT NAM,3428/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Henry Blooms Infant Liquid Probiotic Colic Eaze,CÔNG TY TNHH INTERSHOP,3427/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên nhuận tràng Fhyrilac,CÔNG TY CỔ PHẦN DƯỢC DPC,3426/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Maca Revive,CÔNG TY TNHH ỨNG DỤNG TINH HOA Y HỌC DÂN TỘC,3425/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Little Umbrella Algae DHA,CÔNG TY TNHH HI GLOBE VIỆT NAM,3424/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Đông Trùng Hạ Thảo Ganoderma,CÔNG TY TNHH DƯỢC PHẨM OXYPHARMA,3423/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MultiOne,CÔNG TY TNHH DƯỢC PHẨM V&S VIỆT NAM,3422/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MICHIN,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIX,3421/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ADEKA,CÔNG TY TNHH Y DƯỢC TÂM HẰNG,3420/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GEMIKID,Công ty cổ phần đầu tư dược phẩm SUM,3412/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AN THỐNG NAM Y,CÔNG TY TRÁCH NHIỆM HỮU HẠN NAM Y ĐƯỜNG,3419/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe D-Fertil,CÔNG TY TNHH DƯỢC PHẨM S&H VIỆT NAM,3418/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ não Thịnh Phát,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ TTB GROUP,3416/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ LIPOFIL,CÔNG TY TNHH HEALTHFARM,3417/2024/ĐKSP
